descriptor,mi_freq,rf_freq,mean_freq
ATSC2p,0.0,0.0,0.0
ATSC1p,0.0,0.0,0.0
ATSC7se,0.0,0.0,0.0
ATSC6se,0.0,0.0,0.0
AATSC7d,0.0,0.0,0.0
AATSC6d,0.0,0.0,0.0
AATSC1d,0.0,0.0,0.0
AATSC0d,0.0,0.0,0.0
AATSC8dv,0.0,0.0,0.0
AATSC7dv,0.0,0.0,0.0
AATSC6dv,0.0,0.0,0.0
AATSC5dv,0.0,0.0,0.0
AATSC0dv,0.0,0.0,0.0
AATSC8c,0.0,0.0,0.0
AATSC7c,0.0,0.0,0.0
AATSC6c,0.0,0.0,0.0
AATSC5c,0.0,0.0,0.0
AATSC4c,0.0,0.0,0.0
AATSC0c,0.0,0.0,0.0
ATSC8i,0.0,0.0,0.0
AATSC2se,0.0,0.0,0.0
AATSC0se,0.0,0.0,0.0
AATSC8v,0.0,0.0,0.0
AATSC7v,0.0,0.0,0.0
AATSC5v,0.0,0.0,0.0
AATSC0v,0.0,0.0,0.0
AATSC8Z,0.0,0.0,0.0
AATSC7Z,0.0,0.0,0.0
AATSC6Z,0.0,0.0,0.0
AATSC5Z,0.0,0.0,0.0
AATSC1Z,0.0,0.0,0.0
AATSC7s,0.0,0.0,0.0
AATSC5s,0.0,0.0,0.0
AATSC2s,0.0,0.0,0.0
AATSC1s,0.0,0.0,0.0
AATSC8d,0.0,0.0,0.0
AATSC6se,0.0,0.0,0.0
AATSC5se,0.0,0.0,0.0
ATSC5Z,0.0,0.0,0.0
ATSC4Z,0.0,0.0,0.0
ATSC3Z,0.0,0.0,0.0
ATSC2Z,0.0,0.0,0.0
ATSC1Z,0.0,0.0,0.0
ATSC8s,0.0,0.0,0.0
ATSC7s,0.0,0.0,0.0
ATSC5s,0.0,0.0,0.0
ATSC4s,0.0,0.0,0.0
ATSC1s,0.0,0.0,0.0
ATSC8d,0.0,0.0,0.0
ATSC7d,0.0,0.0,0.0
ATSC6d,0.0,0.0,0.0
AATSC3se,0.0,0.0,0.0
MATS5s,0.0,0.0,0.0
MATS4s,0.0,0.0,0.0
MATS2s,0.0,0.0,0.0
MATS1s,0.0,0.0,0.0
MATS5c,0.0,0.0,0.0
AATSC8i,0.0,0.0,0.0
AATSC4i,0.0,0.0,0.0
AATSC3i,0.0,0.0,0.0
AATSC1i,0.0,0.0,0.0
AATSC8p,0.0,0.0,0.0
AATSC7p,0.0,0.0,0.0
AATSC4p,0.0,0.0,0.0
AATSC3p,0.0,0.0,0.0
AATSC1p,0.0,0.0,0.0
AATSC8se,0.0,0.0,0.0
AATSC7se,0.0,0.0,0.0
MATS4p,0.0,0.0,0.0
MATS8se,0.0,0.0,0.0
MATS7se,0.0,0.0,0.0
MATS6se,0.0,0.0,0.0
MATS5se,0.0,0.0,0.0
MATS4se,0.0,0.0,0.0
MATS2se,0.0,0.0,0.0
MATS8Z,0.0,0.0,0.0
MATS7Z,0.0,0.0,0.0
MATS6Z,0.0,0.0,0.0
MATS5Z,0.0,0.0,0.0
MATS4Z,0.0,0.0,0.0
MATS2Z,0.0,0.0,0.0
MATS1Z,0.0,0.0,0.0
MATS7s,0.0,0.0,0.0
MATS6s,0.0,0.0,0.0
GATS8c,0.0,0.0,0.0
GATS7c,0.0,0.0,0.0
GATS5c,0.0,0.0,0.0
GATS4c,0.0,0.0,0.0
GATS3c,0.0,0.0,0.0
GATS2c,0.0,0.0,0.0
MATS8i,0.0,0.0,0.0
MATS7i,0.0,0.0,0.0
MATS6i,0.0,0.0,0.0
MATS5i,0.0,0.0,0.0
MATS4i,0.0,0.0,0.0
MATS3i,0.0,0.0,0.0
MATS2i,0.0,0.0,0.0
MATS1i,0.0,0.0,0.0
MATS7p,0.0,0.0,0.0
MATS6p,0.0,0.0,0.0
GATS3dv,0.0,0.0,0.0
ATSC4d,0.0,0.0,0.0
ATSC3d,0.0,0.0,0.0
ATSC2d,0.0,0.0,0.0
ATSC1d,0.0,0.0,0.0
ATSC0d,0.0,0.0,0.0
ATSC8dv,0.0,0.0,0.0
ATSC7dv,0.0,0.0,0.0
ATSC6dv,0.0,0.0,0.0
ATSC5dv,0.0,0.0,0.0
ATSC4dv,0.0,0.0,0.0
ATSC3dv,0.0,0.0,0.0
ATSC2dv,0.0,0.0,0.0
ATSC1dv,0.0,0.0,0.0
ATSC0dv,0.0,0.0,0.0
ATSC8c,0.0,0.0,0.0
GATS1Z,0.0,0.0,0.0
GATS7s,0.0,0.0,0.0
GATS6s,0.0,0.0,0.0
GATS2s,0.0,0.0,0.0
GATS1s,0.0,0.0,0.0
GATS8d,0.0,0.0,0.0
GATS7d,0.0,0.0,0.0
GATS6d,0.0,0.0,0.0
GATS3d,0.0,0.0,0.0
GATS2d,0.0,0.0,0.0
GATS1d,0.0,0.0,0.0
GATS8dv,0.0,0.0,0.0
GATS7dv,0.0,0.0,0.0
GATS6dv,0.0,0.0,0.0
GATS5dv,0.0,0.0,0.0
GATS4dv,0.0,0.0,0.0
ATSC7c,0.0,0.0,0.0
ATSC5c,0.0,0.0,0.0
ATSC4c,0.0,0.0,0.0
ATSC0c,0.0,0.0,0.0
AATS7i,0.0,0.0,0.0
AATS6i,0.0,0.0,0.0
AATS5i,0.0,0.0,0.0
AATS2i,0.0,0.0,0.0
AATS1i,0.0,0.0,0.0
GATS3v,0.0,0.0,0.0
GATS2v,0.0,0.0,0.0
GATS8Z,0.0,0.0,0.0
GATS7Z,0.0,0.0,0.0
GATS6Z,0.0,0.0,0.0
GATS5Z,0.0,0.0,0.0
GATS4Z,0.0,0.0,0.0
GATS2i,0.0,0.0,0.0
GATS1i,0.0,0.0,0.0
GATS8p,0.0,0.0,0.0
GATS7p,0.0,0.0,0.0
GATS6p,0.0,0.0,0.0
GATS5p,0.0,0.0,0.0
GATS4p,0.0,0.0,0.0
GATS3p,0.0,0.0,0.0
GATS1p,0.0,0.0,0.0
GATS6se,0.0,0.0,0.0
GATS5se,0.0,0.0,0.0
GATS3se,0.0,0.0,0.0
GATS2se,0.0,0.0,0.0
GATS8v,0.0,0.0,0.0
GATS7v,0.0,0.0,0.0
GATS4v,0.0,0.0,0.0
AATS5p,0.0,0.0,0.0
AATS4p,0.0,0.0,0.0
AATS3p,0.0,0.0,0.0
AATS0p,0.0,0.0,0.0
AATS8se,0.0,0.0,0.0
AATS7se,0.0,0.0,0.0
AATS5se,0.0,0.0,0.0
AATS4se,0.0,0.0,0.0
AATS3se,0.0,0.0,0.0
AATS8v,0.0,0.0,0.0
GATS8i,0.0,0.0,0.0
GATS7i,0.0,0.0,0.0
GATS6i,0.0,0.0,0.0
GATS5i,0.0,0.0,0.0
GATS4i,0.0,0.0,0.0
GATS3i,0.0,0.0,0.0
C4SP3,0.0,0.0,0.0
C3SP3,0.0,0.0,0.0
C2SP3,0.0,0.0,0.0
C1SP3,0.0,0.0,0.0
C3SP2,0.0,0.0,0.0
C2SP2,0.0,0.0,0.0
C1SP2,0.0,0.0,0.0
C1SP1,0.0,0.0,0.0
RPCG,0.0,0.0,0.0
nBondsT,0.0,0.0,0.0
nBondsD,0.0,0.0,0.0
SM1_DzZ,0.0,0.0,0.0
SpAbs_DzZ,0.0,0.0,0.0
BalabanJ,0.0,0.0,0.0
AATS0i,0.0,0.0,0.0
AATS6p,0.0,0.0,0.0
AXp-1d,0.0,0.0,0.0
Xpc-5dv,0.0,0.0,0.0
Xpc-4dv,0.0,0.0,0.0
Xpc-6d,0.0,0.0,0.0
Xpc-5d,0.0,0.0,0.0
Xpc-4d,0.0,0.0,0.0
Xc-4dv,0.0,0.0,0.0
Xc-4d,0.0,0.0,0.0
Xch-7dv,0.0,0.0,0.0
Xch-6dv,0.0,0.0,0.0
Xch-4dv,0.0,0.0,0.0
Xch-7d,0.0,0.0,0.0
Xch-5d,0.0,0.0,0.0
Xch-4d,0.0,0.0,0.0
Xch-3d,0.0,0.0,0.0
HybRatio,0.0,0.0,0.0
AXp-3d,0.0,0.0,0.0
AATS6v,0.0,0.0,0.0
AATS5v,0.0,0.0,0.0
AATS4v,0.0,0.0,0.0
AATS3v,0.0,0.0,0.0
AATS0v,0.0,0.0,0.0
AATS7Z,0.0,0.0,0.0
AATS6Z,0.0,0.0,0.0
AATS5Z,0.0,0.0,0.0
AATS4Z,0.0,0.0,0.0
AATS3Z,0.0,0.0,0.0
AATS1Z,0.0,0.0,0.0
AATS0Z,0.0,0.0,0.0
AATS8s,0.0,0.0,0.0
AATS7s,0.0,0.0,0.0
AATS6s,0.0,0.0,0.0
NssssC,0.0,0.0,0.0
NaaaC,0.0,0.0,0.0
NdssC,0.0,0.0,0.0
NsssCH,0.0,0.0,0.0
NaaCH,0.0,0.0,0.0
NdsCH,0.0,0.0,0.0
NsCH3,0.0,0.0,0.0
AXp-3dv,0.0,0.0,0.0
AXp-1dv,0.0,0.0,0.0
AXp-0dv,0.0,0.0,0.0
Xp-6dv,0.0,0.0,0.0
Xp-3dv,0.0,0.0,0.0
AXp-7d,0.0,0.0,0.0
AXp-6d,0.0,0.0,0.0
AXp-5d,0.0,0.0,0.0
AXp-4d,0.0,0.0,0.0
SsssCH,0.0,0.0,0.0
SssCH2,0.0,0.0,0.0
NddssS,0.0,0.0,0.0
NaaS,0.0,0.0,0.0
NssS,0.0,0.0,0.0
NdS,0.0,0.0,0.0
NaaO,0.0,0.0,0.0
NssO,0.0,0.0,0.0
NsOH,0.0,0.0,0.0
NaasN,0.0,0.0,0.0
NddsN,0.0,0.0,0.0
NsssN,0.0,0.0,0.0
NdsN,0.0,0.0,0.0
NaaNH,0.0,0.0,0.0
NssNH,0.0,0.0,0.0
NsNH2,0.0,0.0,0.0
AETA_eta_R,0.0,0.0,0.0
AETA_eta_L,0.0,0.0,0.0
AETA_eta,0.0,0.0,0.0
AETA_beta_ns_d,0.0,0.0,0.0
ETA_beta_ns_d,0.0,0.0,0.0
AETA_beta_s,0.0,0.0,0.0
ETA_shape_x,0.0,0.0,0.0
ETA_shape_y,0.0,0.0,0.0
ETA_shape_p,0.0,0.0,0.0
AETA_alpha,0.0,0.0,0.0
MINdO,0.0,0.0,0.0
MAXdO,0.0,0.0,0.0
SddssS,0.0,0.0,0.0
SsssN,0.0,0.0,0.0
SaaaC,0.0,0.0,0.0
SdssC,0.0,0.0,0.0
AATS4s,0.0,0.0,0.0
AATS3s,0.0,0.0,0.0
AATS1s,0.0,0.0,0.0
AATS0s,0.0,0.0,0.0
AATS6d,0.0,0.0,0.0
AATS5d,0.0,0.0,0.0
AATS4d,0.0,0.0,0.0
AATS3d,0.0,0.0,0.0
AATS2d,0.0,0.0,0.0
AATS0d,0.0,0.0,0.0
AATS8dv,0.0,0.0,0.0
AATS7dv,0.0,0.0,0.0
AATS6dv,0.0,0.0,0.0
AETA_eta_BR,0.0,0.0,0.0
ETA_eta_F,0.0,0.0,0.0
AETA_eta_RL,0.0,0.0,0.0
SIC3,0.0,0.0,0.0
SIC2,0.0,0.0,0.0
SIC1,0.0,0.0,0.0
SIC0,0.0,0.0,0.0
IC3,0.0,0.0,0.0
IC2,0.0,0.0,0.0
IC1,0.0,0.0,0.0
nHBDon,0.0,0.0,0.0
nHBAcc,0.0,0.0,0.0
fMF,0.0,0.0,0.0
ETA_dPsi_B,0.0,0.0,0.0
ETA_dEpsilon_D,0.0,0.0,0.0
ETA_epsilon_5,0.0,0.0,0.0
ETA_dAlpha_B,0.0,0.0,0.0
ETA_dAlpha_A,0.0,0.0,0.0
AATS5s,0.0,0.0,0.0
PEOE_VSA7,0.0,0.0,0.0
PEOE_VSA6,0.0,0.0,0.0
PEOE_VSA5,0.0,0.0,0.0
PEOE_VSA4,0.0,0.0,0.0
PEOE_VSA3,0.0,0.0,0.0
PEOE_VSA1,0.0,0.0,0.0
FilterItLogS,0.0,0.0,0.0
GhoseFilter,0.0,0.0,0.0
Lipinski,0.0,0.0,0.0
Kier3,0.0,0.0,0.0
ZMIC3,0.0,0.0,0.0
ZMIC2,0.0,0.0,0.0
ZMIC1,0.0,0.0,0.0
MIC2,0.0,0.0,0.0
MIC1,0.0,0.0,0.0
MIC0,0.0,0.0,0.0
ATS7s,0.0,0.0,0.0
ATS6s,0.0,0.0,0.0
EState_VSA3,0.0,0.0,0.0
SlogP_VSA11,0.0,0.0,0.0
SlogP_VSA10,0.0,0.0,0.0
SlogP_VSA4,0.0,0.0,0.0
SlogP_VSA2,0.0,0.0,0.0
SlogP_VSA1,0.0,0.0,0.0
SMR_VSA9,0.0,0.0,0.0
SMR_VSA6,0.0,0.0,0.0
SMR_VSA4,0.0,0.0,0.0
SMR_VSA1,0.0,0.0,0.0
PEOE_VSA13,0.0,0.0,0.0
PEOE_VSA11,0.0,0.0,0.0
PEOE_VSA10,0.0,0.0,0.0
PEOE_VSA9,0.0,0.0,0.0
EState_VSA6,0.0,0.0,0.0
EState_VSA5,0.0,0.0,0.0
AATS5dv,0.0,0.0,0.0
AATS4dv,0.0,0.0,0.0
AATS3dv,0.0,0.0,0.0
AATS1dv,0.0,0.0,0.0
AATS0dv,0.0,0.0,0.0
ATS6se,0.0,0.0,0.0
ATS8Z,0.0,0.0,0.0
ATS7Z,0.0,0.0,0.0
ATS5Z,0.0,0.0,0.0
ATS4Z,0.0,0.0,0.0
ATS3Z,0.0,0.0,0.0
ATS1Z,0.0,0.0,0.0
ATS0Z,0.0,0.0,0.0
ATS8s,0.0,0.0,0.0
nHRing,0.0,0.0,0.0
n7Ring,0.0,0.0,0.0
n6Ring,0.0,0.0,0.0
n5Ring,0.0,0.0,0.0
n4Ring,0.0,0.0,0.0
nRing,0.0,0.0,0.0
AMID_O,0.0,0.0,0.0
AMID_N,0.0,0.0,0.0
AMID_h,0.0,0.0,0.0
MDEC-22,0.0,0.0,0.0
VSA_EState8,0.0,0.0,0.0
VSA_EState5,0.0,0.0,0.0
VSA_EState2,0.0,0.0,0.0
VSA_EState1,0.0,0.0,0.0
EState_VSA9,0.0,0.0,0.0
EState_VSA7,0.0,0.0,0.0
nG12FRing,0.0,0.0,0.0
n10FRing,0.0,0.0,0.0
n9FRing,0.0,0.0,0.0
n8FRing,0.0,0.0,0.0
nFRing,0.0,0.0,0.0
n6AHRing,0.0,0.0,0.0
n5AHRing,0.0,0.0,0.0
nAHRing,0.0,0.0,0.0
n6ARing,0.0,0.0,0.0
n5ARing,0.0,0.0,0.0
nARing,0.0,0.0,0.0
n6aHRing,0.0,0.0,0.0
naHRing,0.0,0.0,0.0
n6aRing,0.0,0.0,0.0
n5aRing,0.0,0.0,0.0
n6HRing,0.0,0.0,0.0
nAtom,0.0,0.0,0.0
nG12FARing,0.0,0.0,0.0
SRW05,0.0,0.0,0.0
GGI6,0.0,0.0,0.0
GGI5,0.0,0.0,0.0
GGI3,0.0,0.0,0.0
GGI1,0.0,0.0,0.0
SLogP,0.0,0.0,0.0
nRot,0.0,0.0,0.0
n9FAHRing,0.0,0.0,0.0
nFAHRing,0.0,0.0,0.0
SpMAD_A,0.0,0.0,0.0
n10FARing,0.0,0.0,0.0
n9FARing,0.0,0.0,0.0
nFARing,0.0,0.0,0.0
ATS5s,0.0,0.0,0.0
JGI9,0.0,0.0,0.0
JGI8,0.0,0.0,0.0
JGI7,0.0,0.0,0.0
JGI6,0.0,0.0,0.0
JGI5,0.0,0.0,0.0
JGI4,0.0,0.0,0.0
JGI3,0.0,0.0,0.0
JGI1,0.0,0.0,0.0
nBase,0.0,0.0,0.0
SpAbs_A,0.0,0.0,0.0
GGI7,0.0,0.0,0.0
nS,0.0,0.0,0.0
nO,0.0,0.0,0.0
nN,0.0,0.0,0.0
nH,0.0,0.0,0.0
nHetero,0.0,0.0,0.0
